Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(2, 3, 1, 0, 4), (4, 0, 1, 3, 2), (2, 3, 1, 0, 4), (4, 0, 1, 3, 2), (2, 3, 1, 0, 4), (3, 1, 0, 4, 2), (0, 4, 1, 3, 2), (0, 4, 1, 3, 2), (4, 0, 1, 3, 2), (2, 3, 1, 0, 4)]","(1, 0, 0, 1, 1)",2,"[0, 5, 6, 5, 7, 5, 0, 6, 5, 5, 4, 4, 0, 4, 4, 5, 5, 6, 0, 5, 3, 5, 6, 5, 0]","[0.0, 0.05, 0.06, 0.05, 0.07, 0.05, 0.0, 0.06, 0.05, 0.05, 0.04, 0.04, 0.0, 0.04, 0.04, 0.05, 0.05, 0.06, 0.0, 0.05, 0.03, 0.05, 0.06, 0.05, 0.0]","[5, 6, 5, 7, 5, 6, 5, 5, 4, 4, 4, 4, 5, 5, 6, 5, 3, 5, 6, 5]","[0.05, 0.06, 0.05, 0.07, 0.05, 0.06, 0.05, 0.05, 0.04, 0.04, 0.04, 0.04, 0.05, 0.05, 0.06, 0.05, 0.03, 0.05, 0.06, 0.05]","[0.09615 0.11538 0.09615 0.13462 0.11538 0.09615 0.09615 0.07692 0.07692
 0.09615]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 1, 4, 0, 0, 1, 9, 0, 0, 4, 0, 0, 0, 6, 1, 4, 0, 5, 0, 3, 2, 0, 1, 4]","[0.04, 0.06, 0.02, 0.08, 0.0, 0.0, 0.02, 0.18, 0.0, 0.0, 0.08, 0.0, 0.0, 0.0, 0.12, 0.02, 0.08, 0.0, 0.1, 0.0, 0.06, 0.04, 0.0, 0.02, 0.08]","(1, 1, 0, 1, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)"
"[(4, 1, 2, 0, 3), (4, 0, 1, 2, 3), (4, 1, 2, 3, 0), (2, 3, 1, 4, 0), (1, 4, 0, 2, 3), (1, 2, 4, 3, 0), (0, 4, 1, 2, 3), (4, 1, 0, 2, 3), (2, 3, 1, 4, 0), (0, 4, 1, 2, 3)]","(0, 1, 1, 0, 1)",0,"[0, 3, 5, 6, 2, 7, 0, 8, 8, 4, 5, 2, 0, 10, 3, 4, 2, 0, 0, 2, 8, 6, 7, 8, 0]","[0.0, 0.03, 0.05, 0.06, 0.02, 0.07, 0.0, 0.08, 0.08, 0.04, 0.05, 0.02, 0.0, 0.1, 0.03, 0.04, 0.02, 0.0, 0.0, 0.02, 0.08, 0.06, 0.07, 0.08, 0.0]","[3, 5, 6, 2, 7, 8, 8, 4, 5, 2, 10, 3, 4, 2, 0, 2, 8, 6, 7, 8]","[0.03, 0.05, 0.06, 0.02, 0.07, 0.08, 0.08, 0.04, 0.05, 0.02, 0.1, 0.03, 0.04, 0.02, 0.0, 0.02, 0.08, 0.06, 0.07, 0.08]","[0.05882 0.09804 0.11765 0.03922 0.15686 0.15686 0.07843 0.19608 0.05882
 0.03922]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 0, 1, 0, 0]","[2, 1, 2, 1, 4, 2, 3, 5, 0, 0, 2, 1, 2, 5, 0, 0, 2, 0, 2, 6, 4, 3, 1, 2, 0]","[0.04, 0.02, 0.04, 0.02, 0.08, 0.04, 0.06, 0.1, 0.0, 0.0, 0.04, 0.02, 0.04, 0.1, 0.0, 0.0, 0.04, 0.0, 0.04, 0.12, 0.08, 0.06, 0.02, 0.04, 0.0]","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)"
"[(1, 0, 3, 2, 4), (2, 3, 0, 1, 4), (1, 0, 3, 2, 4), (1, 0, 3, 2, 4), (3, 0, 1, 2, 4), (2, 3, 4, 0, 1), (1, 0, 3, 2, 4), (2, 4, 3, 0, 1), (4, 2, 3, 0, 1), (4, 2, 3, 0, 1)]","(0, 1, 1, 1, 0)",1,"[0, 6, 5, 4, 6, 4, 0, 5, 4, 6, 5, 5, 0, 5, 8, 6, 6, 5, 0, 7, 4, 4, 2, 3, 0]","[0.0, 0.06, 0.05, 0.04, 0.06, 0.04, 0.0, 0.05, 0.04, 0.06, 0.05, 0.05, 0.0, 0.05, 0.08, 0.06, 0.06, 0.05, 0.0, 0.07, 0.04, 0.04, 0.02, 0.03, 0.0]","[6, 5, 4, 6, 4, 5, 4, 6, 5, 5, 5, 8, 6, 6, 5, 7, 4, 4, 2, 3]","[0.06, 0.05, 0.04, 0.06, 0.04, 0.05, 0.04, 0.06, 0.05, 0.05, 0.05, 0.08, 0.06, 0.06, 0.05, 0.07, 0.04, 0.04, 0.02, 0.03]","[0.10714 0.08929 0.07143 0.10714 0.08929 0.07143 0.10714 0.08929 0.14286
 0.125  ]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[0, 5, 1, 4, 0, 4, 0, 1, 1, 4, 3, 2, 0, 5, 0, 1, 2, 7, 0, 0, 2, 1, 1, 0, 6]","[0.0, 0.1, 0.02, 0.08, 0.0, 0.08, 0.0, 0.02, 0.02, 0.08, 0.06, 0.04, 0.0, 0.1, 0.0, 0.02, 0.04, 0.14, 0.0, 0.0, 0.04, 0.02, 0.02, 0.0, 0.12]","(1, 0, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)","(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)"
"[(3, 4, 2, 0, 1), (0, 1, 2, 4, 3), (0, 2, 1, 4, 3), (2, 4, 3, 0, 1), (4, 3, 2, 0, 1), (2, 0, 1, 4, 3), (0, 2, 1, 4, 3), (1, 0, 2, 4, 3), (2, 0, 4, 3, 1), (3, 4, 2, 0, 1)]","(1, 0, 1, 0, 1)",0,"[0, 9, 4, 6, 6, 1, 0, 2, 5, 5, 6, 8, 0, 7, 7, 4, 5, 3, 0, 2, 4, 5, 3, 8, 0]","[0.0, 0.09, 0.04, 0.06, 0.06, 0.01, 0.0, 0.02, 0.05, 0.05, 0.06, 0.08, 0.0, 0.07, 0.07, 0.04, 0.05, 0.03, 0.0, 0.02, 0.04, 0.05, 0.03, 0.08, 0.0]","[9, 4, 6, 6, 1, 2, 5, 5, 6, 8, 7, 7, 4, 5, 3, 2, 4, 5, 3, 8]","[0.09, 0.04, 0.06, 0.06, 0.01, 0.02, 0.05, 0.05, 0.06, 0.08, 0.07, 0.07, 0.04, 0.05, 0.03, 0.02, 0.04, 0.05, 0.03, 0.08]","[0.16981 0.07547 0.11321 0.11321 0.03774 0.09434 0.09434 0.13208 0.13208
 0.03774]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[3, 3, 0, 4, 0, 1, 1, 3, 0, 5, 3, 2, 5, 0, 0, 2, 1, 1, 1, 5, 1, 3, 1, 5, 0]","[0.06, 0.06, 0.0, 0.08, 0.0, 0.02, 0.02, 0.06, 0.0, 0.1, 0.06, 0.04, 0.1, 0.0, 0.0, 0.04, 0.02, 0.02, 0.02, 0.1, 0.02, 0.06, 0.02, 0.1, 0.0]","(1, 0, 1, 0, 1)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 1, 1, 0, 1)"
"[(3, 2, 4, 0, 1), (0, 1, 2, 3, 4), (2, 3, 0, 4, 1), (1, 0, 2, 3, 4), (2, 3, 4, 0, 1), (2, 0, 3, 4, 1), (0, 1, 2, 3, 4), (2, 0, 1, 3, 4), (0, 2, 3, 1, 4), (2, 3, 4, 0, 1)]","(1, 0, 1, 1, 0)",0,"[0, 9, 4, 6, 7, 1, 0, 3, 4, 5, 6, 7, 0, 9, 10, 4, 6, 1, 0, 10, 3, 5, 0, 0, 0]","[0.0, 0.09, 0.04, 0.06, 0.07, 0.01, 0.0, 0.03, 0.04, 0.05, 0.06, 0.07, 0.0, 0.09, 0.1, 0.04, 0.06, 0.01, 0.0, 0.1, 0.03, 0.05, 0.0, 0.0, 0.0]","[9, 4, 6, 7, 1, 3, 4, 5, 6, 7, 9, 10, 4, 6, 1, 10, 3, 5, 0, 0]","[0.09, 0.04, 0.06, 0.07, 0.01, 0.03, 0.04, 0.05, 0.06, 0.07, 0.09, 0.1, 0.04, 0.06, 0.01, 0.1, 0.03, 0.05, 0.0, 0.0]","[0.13433 0.0597  0.08955 0.10448 0.04478 0.0597  0.07463 0.13433 0.14925
 0.14925]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[3, 3, 1, 3, 0, 1, 2, 1, 1, 5, 5, 2, 3, 0, 0, 1, 3, 2, 4, 0, 0, 0, 3, 2, 5]","[0.06, 0.06, 0.02, 0.06, 0.0, 0.02, 0.04, 0.02, 0.02, 0.1, 0.1, 0.04, 0.06, 0.0, 0.0, 0.02, 0.06, 0.04, 0.08, 0.0, 0.0, 0.0, 0.06, 0.04, 0.1]","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)"
"[(1, 0, 2, 4, 3), (0, 1, 2, 4, 3), (3, 4, 0, 1, 2), (4, 0, 3, 1, 2), (1, 2, 0, 4, 3), (2, 1, 0, 4, 3), (1, 0, 2, 4, 3), (3, 4, 0, 1, 2), (2, 1, 0, 4, 3), (1, 2, 0, 4, 3)]","(1, 1, 1, 0, 0)",0,"[0, 4, 6, 8, 7, 6, 0, 8, 7, 7, 4, 2, 0, 7, 7, 2, 3, 3, 0, 2, 3, 3, 3, 8, 0]","[0.0, 0.04, 0.06, 0.08, 0.07, 0.06, 0.0, 0.08, 0.07, 0.07, 0.04, 0.02, 0.0, 0.07, 0.07, 0.02, 0.03, 0.03, 0.0, 0.02, 0.03, 0.03, 0.03, 0.08, 0.0]","[4, 6, 8, 7, 6, 8, 7, 7, 4, 2, 7, 7, 2, 3, 3, 2, 3, 3, 3, 8]","[0.04, 0.06, 0.08, 0.07, 0.06, 0.08, 0.07, 0.07, 0.04, 0.02, 0.07, 0.07, 0.02, 0.03, 0.03, 0.02, 0.03, 0.03, 0.03, 0.08]","[0.06349 0.09524 0.12698 0.11111 0.12698 0.11111 0.11111 0.11111 0.11111
 0.03175]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 3, 6, 0, 0, 4, 3, 0, 3, 0, 2, 2, 3, 0, 3, 2, 0, 1, 0, 7, 1, 2, 0, 7, 0]","[0.02, 0.06, 0.12, 0.0, 0.0, 0.08, 0.06, 0.0, 0.06, 0.0, 0.04, 0.04, 0.06, 0.0, 0.06, 0.04, 0.0, 0.02, 0.0, 0.14, 0.02, 0.04, 0.0, 0.14, 0.0]","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(1, 0, 1, 0, 1)"
"[(0, 3, 1, 2, 4), (0, 3, 1, 2, 4), (0, 3, 1, 2, 4), (3, 0, 1, 2, 4), (4, 2, 1, 3, 0), (3, 0, 1, 2, 4), (3, 0, 1, 2, 4), (1, 3, 0, 2, 4), (1, 3, 0, 2, 4), (0, 3, 1, 2, 4)]","(1, 1, 0, 1, 0)",0,"[0, 7, 9, 4, 9, 3, 0, 9, 3, 9, 1, 1, 0, 1, 9, 6, 7, 9, 0, 9, 1, 1, 1, 1, 0]","[0.0, 0.07, 0.09, 0.04, 0.09, 0.03, 0.0, 0.09, 0.03, 0.09, 0.01, 0.01, 0.0, 0.01, 0.09, 0.06, 0.07, 0.09, 0.0, 0.09, 0.01, 0.01, 0.01, 0.01, 0.0]","[7, 9, 4, 9, 3, 9, 3, 9, 1, 1, 1, 9, 6, 7, 9, 9, 1, 1, 1, 1]","[0.07, 0.09, 0.04, 0.09, 0.03, 0.09, 0.03, 0.09, 0.01, 0.01, 0.01, 0.09, 0.06, 0.07, 0.09, 0.09, 0.01, 0.01, 0.01, 0.01]","[0.10145 0.13043 0.05797 0.13043 0.13043 0.04348 0.13043 0.01449 0.13043
 0.13043]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 0, 1, 1]","[4, 3, 2, 0, 1, 2, 0, 8, 0, 0, 0, 1, 0, 9, 0, 3, 6, 0, 1, 0, 1, 0, 0, 0, 9]","[0.08, 0.06, 0.04, 0.0, 0.02, 0.04, 0.0, 0.16, 0.0, 0.0, 0.0, 0.02, 0.0, 0.18, 0.0, 0.06, 0.12, 0.0, 0.02, 0.0, 0.02, 0.0, 0.0, 0.0, 0.18]","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)"
"[(1, 4, 2, 0, 3), (2, 1, 4, 3, 0), (0, 4, 1, 2, 3), (3, 2, 1, 4, 0), (0, 4, 1, 2, 3), (3, 2, 1, 4, 0), (3, 2, 1, 4, 0), (0, 4, 1, 2, 3), (3, 2, 1, 4, 0), (1, 2, 4, 0, 3)]","(0, 1, 1, 0, 1)",2,"[0, 3, 3, 5, 3, 7, 0, 5, 6, 7, 7, 5, 0, 6, 6, 5, 4, 4, 0, 4, 7, 3, 4, 6, 0]","[0.0, 0.03, 0.03, 0.05, 0.03, 0.07, 0.0, 0.05, 0.06, 0.07, 0.07, 0.05, 0.0, 0.06, 0.06, 0.05, 0.04, 0.04, 0.0, 0.04, 0.07, 0.03, 0.04, 0.06, 0.0]","[3, 3, 5, 3, 7, 5, 6, 7, 7, 5, 6, 6, 5, 4, 4, 4, 7, 3, 4, 6]","[0.03, 0.03, 0.05, 0.03, 0.07, 0.05, 0.06, 0.07, 0.07, 0.05, 0.06, 0.06, 0.05, 0.04, 0.04, 0.04, 0.07, 0.03, 0.04, 0.06]","[0.0625  0.0625  0.10417 0.0625  0.10417 0.125   0.14583 0.125   0.125
 0.08333]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[3, 0, 0, 2, 5, 2, 1, 7, 0, 0, 1, 5, 1, 3, 0, 4, 0, 0, 1, 5, 0, 4, 2, 4, 0]","[0.06, 0.0, 0.0, 0.04, 0.1, 0.04, 0.02, 0.14, 0.0, 0.0, 0.02, 0.1, 0.02, 0.06, 0.0, 0.08, 0.0, 0.0, 0.02, 0.1, 0.0, 0.08, 0.04, 0.08, 0.0]","(0, 1, 1, 0, 1)","(1, 1, 0, 1, 0)","(1, 0, 1, 1, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)"
"[(0, 4, 1, 2, 3), (1, 2, 0, 3, 4), (0, 4, 1, 2, 3), (1, 2, 0, 4, 3), (0, 1, 4, 2, 3), (1, 2, 0, 3, 4), (0, 4, 1, 2, 3), (1, 0, 2, 4, 3), (1, 0, 2, 4, 3), (0, 1, 2, 4, 3)]","(1, 1, 1, 0, 0)",0,"[0, 5, 7, 10, 10, 5, 0, 10, 10, 7, 3, 0, 0, 10, 6, 0, 0, 0, 0, 2, 0, 3, 4, 8, 0]","[0.0, 0.05, 0.07, 0.1, 0.1, 0.05, 0.0, 0.1, 0.1, 0.07, 0.03, 0.0, 0.0, 0.1, 0.06, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.03, 0.04, 0.08, 0.0]","[5, 7, 10, 10, 5, 10, 10, 7, 3, 0, 10, 6, 0, 0, 0, 2, 0, 3, 4, 8]","[0.05, 0.07, 0.1, 0.1, 0.05, 0.1, 0.1, 0.07, 0.03, 0.0, 0.1, 0.06, 0.0, 0.0, 0.0, 0.02, 0.0, 0.03, 0.04, 0.08]","[0.06494 0.09091 0.12987 0.12987 0.12987 0.12987 0.09091 0.12987 0.07792
 0.02597]","[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[5, 2, 3, 0, 0, 5, 2, 3, 0, 0, 0, 3, 3, 4, 0, 0, 0, 0, 2, 8, 0, 3, 1, 4, 2]","[0.1, 0.04, 0.06, 0.0, 0.0, 0.1, 0.04, 0.06, 0.0, 0.0, 0.0, 0.06, 0.06, 0.08, 0.0, 0.0, 0.0, 0.0, 0.04, 0.16, 0.0, 0.06, 0.02, 0.08, 0.04]","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)"
"[(0, 2, 3, 4, 1), (1, 2, 0, 3, 4), (1, 2, 0, 3, 4), (4, 3, 0, 2, 1), (2, 0, 3, 4, 1), (2, 1, 0, 3, 4), (4, 3, 0, 2, 1), (3, 4, 0, 2, 1), (2, 0, 1, 3, 4), (3, 0, 2, 4, 1)]","(1, 0, 1, 1, 0)",0,"[0, 7, 5, 6, 7, 3, 0, 2, 4, 4, 5, 8, 0, 6, 7, 4, 6, 4, 0, 8, 3, 6, 3, 2, 0]","[0.0, 0.07, 0.05, 0.06, 0.07, 0.03, 0.0, 0.02, 0.04, 0.04, 0.05, 0.08, 0.0, 0.06, 0.07, 0.04, 0.06, 0.04, 0.0, 0.08, 0.03, 0.06, 0.03, 0.02, 0.0]","[7, 5, 6, 7, 3, 2, 4, 4, 5, 8, 6, 7, 4, 6, 4, 8, 3, 6, 3, 2]","[0.07, 0.05, 0.06, 0.07, 0.03, 0.02, 0.04, 0.04, 0.05, 0.08, 0.06, 0.07, 0.04, 0.06, 0.04, 0.08, 0.03, 0.06, 0.03, 0.02]","[0.125   0.08929 0.10714 0.125   0.03571 0.07143 0.07143 0.10714 0.125
 0.14286]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[1, 3, 6, 0, 0, 2, 1, 1, 0, 6, 3, 3, 1, 3, 0, 2, 2, 2, 4, 0, 2, 1, 0, 3, 4]","[0.02, 0.06, 0.12, 0.0, 0.0, 0.04, 0.02, 0.02, 0.0, 0.12, 0.06, 0.06, 0.02, 0.06, 0.0, 0.04, 0.04, 0.04, 0.08, 0.0, 0.04, 0.02, 0.0, 0.06, 0.08]","(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 0, 1, 0, 1)"
"[(1, 3, 0, 4, 2), (0, 3, 1, 4, 2), (3, 1, 0, 4, 2), (4, 2, 0, 3, 1), (3, 1, 0, 4, 2), (2, 4, 0, 3, 1), (2, 4, 0, 3, 1), (3, 0, 4, 1, 2), (1, 3, 0, 4, 2), (0, 3, 4, 1, 2)]","(1, 1, 0, 1, 0)",0,"[0, 6, 7, 5, 7, 4, 0, 7, 2, 5, 3, 3, 0, 3, 2, 5, 8, 7, 0, 7, 3, 5, 8, 3, 0]","[0.0, 0.06, 0.07, 0.05, 0.07, 0.04, 0.0, 0.07, 0.02, 0.05, 0.03, 0.03, 0.0, 0.03, 0.02, 0.05, 0.08, 0.07, 0.0, 0.07, 0.03, 0.05, 0.08, 0.03, 0.0]","[6, 7, 5, 7, 4, 7, 2, 5, 3, 3, 3, 2, 5, 8, 7, 7, 3, 5, 8, 3]","[0.06, 0.07, 0.05, 0.07, 0.04, 0.07, 0.02, 0.05, 0.03, 0.03, 0.03, 0.02, 0.05, 0.08, 0.07, 0.07, 0.03, 0.05, 0.08, 0.03]","[0.11765 0.13725 0.09804 0.13725 0.13725 0.03922 0.09804 0.05882 0.03922
 0.13725]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]","[2, 1, 7, 0, 0, 2, 2, 1, 2, 3, 2, 1, 0, 0, 7, 3, 4, 0, 3, 0, 1, 2, 2, 5, 0]","[0.04, 0.02, 0.14, 0.0, 0.0, 0.04, 0.04, 0.02, 0.04, 0.06, 0.04, 0.02, 0.0, 0.0, 0.14, 0.06, 0.08, 0.0, 0.06, 0.0, 0.02, 0.04, 0.04, 0.1, 0.0]","(1, 0, 0, 1, 1)","(1, 1, 0, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)"
"[(3, 4, 0, 1, 2), (3, 4, 0, 1, 2), (1, 0, 4, 2, 3), (1, 2, 0, 4, 3), (1, 2, 0, 4, 3), (4, 0, 3, 1, 2), (4, 0, 3, 1, 2), (2, 1, 0, 4, 3), (2, 1, 0, 4, 3), (1, 0, 2, 4, 3)]","(1, 1, 0, 0, 1)",0,"[0, 4, 6, 8, 6, 6, 0, 8, 6, 6, 4, 2, 0, 6, 5, 2, 4, 4, 0, 2, 4, 4, 5, 8, 0]","[0.0, 0.04, 0.06, 0.08, 0.06, 0.06, 0.0, 0.08, 0.06, 0.06, 0.04, 0.02, 0.0, 0.06, 0.05, 0.02, 0.04, 0.04, 0.0, 0.02, 0.04, 0.04, 0.05, 0.08, 0.0]","[4, 6, 8, 6, 6, 8, 6, 6, 4, 2, 6, 5, 2, 4, 4, 2, 4, 4, 5, 8]","[0.04, 0.06, 0.08, 0.06, 0.06, 0.08, 0.06, 0.06, 0.04, 0.02, 0.06, 0.05, 0.02, 0.04, 0.04, 0.02, 0.04, 0.04, 0.05, 0.08]","[0.07018 0.10526 0.14035 0.10526 0.14035 0.10526 0.10526 0.10526 0.08772
 0.03509]","[0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[0, 4, 6, 0, 0, 4, 2, 0, 4, 0, 2, 2, 1, 1, 4, 2, 0, 2, 0, 6, 2, 2, 1, 5, 0]","[0.0, 0.08, 0.12, 0.0, 0.0, 0.08, 0.04, 0.0, 0.08, 0.0, 0.04, 0.04, 0.02, 0.02, 0.08, 0.04, 0.0, 0.04, 0.0, 0.12, 0.04, 0.04, 0.02, 0.1, 0.0]","(1, 1, 0, 0, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(1, 1, 0, 1, 0)","(1, 0, 1, 0, 1)"
